name,latitude,longitude,#
محطة طيبة,21.56664,39.949,512
وقود ديزل,22.4132,39.35262,513
الدريس,19.32544,43.46968,514
محطة القمة,21.55523,39.94619,515
ساسكو,21.35579,40.11514,516
محطة سهل,23.81628,38.73977,517
محطة السرح للوقود والديزل,21.4681328107875,40.0007036424156,518
محطة الراشدية,21.46808,40.00072,519
مركز خدمات محطة بترولايز,21.4567,40.00498,520
محطة سهل طريق الجعرانة,21.49875,39.96545,521
Petrol Station,21.48803,39.95648,522
الدريس,21.48712,39.95053,523
محطة بنزين الكتيب,27.46777,38.90147,524
محطة أبو فارع الشفا,21.07955,40.31453,525
محطة الوسام,22.80347,39.06636,526
محطة سما الشرق للخدمات البترولية,22.80207,39.05462,527
محطة بن مخفور,19.44684,42.82545,528
محطة وادي قديد,22.33051,39.30351,529
Hotel,24.93062,46.99727,530
محطة العوفي,21.46961,39.90501,531
ساسكو محطة العريشي,21.32728,40.02736,532
محطة المعيصم,21.46535,39.90149,533
محطة الجواد,22.79772,39.03361,534
محطة الجوهرة,22.11394,39.41729,535
محطة فيولكس ( مستورة / رابغ ),23.19544,38.85381,536
مسجد المحطه,22.77365,39.03696,537
محطة وقود الدريس|ALDREES,22.4565,39.19108,538
محطة الخير بنزين,21.45604,39.87914,539
محطه قاره الحيران,27.24952,38.72565,540
محطة نفط,21.5764773631428,39.7698017043829,541
محطة بترولي,"21.58125181164453,",39.7615742240206,542
محطة الدريس,21.57406,39.76656,543
محطة الصولي,21.44378,39.85972,544
محطة مستورة,23.1152,38.84318,545
البداية نفط,21.45349,39.8464,546
محطة وادي بشم,21.48489,39.82007,547
محطة 5M,21.46735,39.82617,548
الدريس,21.49876,39.79391,549
محطة الدريس,21.3595,39.90752,550
محطة الدريس للوقود,21.51097,39.78016,551
محطة الدريس,21.65574,39.66729,552
شركة الحناس للتجاره,20.01898,41.46972,553
الجموم,21.61494,39.69252,554
محطة ذيزل شاحنات,20.03038,41.44879,555
محطة محروقات الشقيق,29.29845,39.93179,556
محطة النقابة للوقود,21.62492,39.67909,557
الدريس,21.47885,39.79483,558
محطة ديزل,20.00812,41.47673,559
محطة الساطي للمشتقات البترولية,22.17881,39.28857,560
محطة وقود,19.35823,42.80273,561
AlAbied Petrol Station,29.80241,40.43984,562
محطة الجمعية للخدمات البترولية,22.12502,39.30698,563
محطة وقود,19.34705,42.80415,564
محطة السرور,21.38925,39.84692,565
2443 طريق مكة جدة القديم,21.43157,39.80846,566
محطة بنزين وديزل سهل,21.3836,39.83317,567
محطه الراية الحمراء,21.29559,39.90741,568
محطة البيضاء للوقود,19.83033,41.70905,569
محطة النصر,21.40264,39.80934,570
الدريس,21.44791,39.76335,571
الدريس,21.43867,39.7694,572
محطة ملكان,21.20544,39.97006,573
محطة آل غرامة للمحروقات,19.89374,41.57533,574
محطة ناصر,21.23114,39.94398,575
محطة بترولاند,21.96905,39.36283,576
محطه امداد الخليج الكعكيه,21.3793,39.80657,577
محطة التيسير,21.37918,39.80367,578
الدريس,21.36335,39.80338,579
بترو الجار الله,19.27183,42.8613,580
محطة مزهرة للمحروقات,18.8647392719968,45.1087021865917,581
بترو إرم,18.8647,45.10867,582
محطة سلطانة ومؤسسة محمد عبدالله مرضاح,18.86218,45.1103,583
محطة فيول,21.38118,39.77846,584
محطة بنزين جديدة,21.37753,39.76469,585
محطة جامعة الملك عبدالله,22.31528,39.10633,586
محطة ثول,22.28817,39.11377,587
محطة الوصل,21.91372,39.34976,588
محطة التميز للمحروقات,21.28875,39.82211,589
محطة وقود الدريس,21.89794,39.35035,590
محطة ساسكو طريق مكة جدة السريع,21.39077,39.70611,591
SASCO,21.24135,39.82646,592
محطة نسوب,21.13068,39.9218,593
محطة الجزيرة,22.20442,39.1167,594
محطة ساسكو,19.58726,41.88944,595
الدريس,21.46415,39.56483,596
محطة وقود المتعب,27.53378,38.56928,597
محطة الفهمي,21.05662,39.91125,598
محطه الامانه,21.30895,39.6882,599
محطة وقود الربيعة,27.55321,38.56686,600
محطة الدريس,21.8756,39.24001,601
محطة فيولكس,21.33147,39.63004,602
محطة الشنيفي,27.59766,38.56003,603
محطة المروة,21.44152,39.53432,604
محطة الطلق للمحروقات رقم 2,27.61097,38.5572,605
وقود ديزل,21.32372,39.62016,606
محطة الطلق للمحروقات 3,27.61196,38.5388,607
محطة الطلق رقم ١,27.62662,38.52757,608
محطة ابوفهد الفروسية,21.81581,39.21573,609
NAFT,21.93942,39.12783,610
محطة لؤلؤة الجوف,29.960687229278,40.2220952025364,611
Sahel Petrol Station,29.96074,40.22214,612
محطة الدوشان,27.62384,38.51332,613
محطة بترولي,24.01534,38.22875,614
محطة الدريس,29.98065,40.2233,615
محطة وقود السهم,21.76699,39.22184,616
Dropped Pin,21.78189,39.20662,617
Petrox,21.78184,39.20703,618
محطة ساسكو طريق المدينة ذهبان,21.8979325108244,39.1240342487053,619
محطة ساسكو,21.8208152350465,39.1742084760015,620
ساسكو,21.82081,39.17416,621
محطة الدريس,21.76295,39.20355,622
محطة سهل,24.01424,38.19761,623
محطة وقود تميم,21.78383,39.17424,624
محطة وتموينات الخير بالحرازات الشمالية,21.52264,39.35983,625
محطة بترولايز,21.8038,39.15163,626
محطة بنزين,21.93913,39.06007,627
محطة جدة الحديثة للخدمات البتروليه,21.7276137708765,39.1964133110871,628
بترو القايد ومغاسل السيارات,21.72762,39.1964,629
محطة الدريس,21.40502,39.42956,630
محطة المحمادي للمحروقات,21.44973,39.39192,631
الدبوس المثبّت,19.3268,42.05271,632
ديزل,21.70069,39.20353,633
محطة الخير,21.59371,39.27915,634
محطة الحياة المتألقة للمحروقات,21.41506,39.41391,635
محطة البراق,21.4778,39.36463,636
محطة النخيل,19.51453,41.67023,637
محطة وقود الأسود,21.60357,39.26689,638
محطة وقود الرفاعي,21.42782,39.39919,639
محطة المغيدي,21.42969,39.39696,640
محطة وقود لاينز,24.05678,38.1456,641
مركزالرحيلي,21.79052,39.13069,642
محطة الجزيرة,21.46248,39.36682,643
محطة الحربي للمواد البترولية,21.4248,39.37849,644
محطة النور,21.75767,39.14881,645
محطة الدريس,21.80218,39.118,646
الدريس,24.06052,38.13673,647
محطة نفط,21.54919,39.29459,648
محطة النخيل العالية للوقود,19.4965,41.67789,649
محطة بن عفيف,24.06101,38.13559,650
الدريس,21.64239,39.22279,651
محطة العليا للوقود,21.74651,39.14816,652
محطة التيسير,21.53905,39.29669,653
محطة الساهر للمحروقات بنزين وديزل,21.61279,39.23988,654
محطة وقود الرواد,21.60389,39.24243,655
كفاءة الاداء للوقود,21.8114327647088,39.0963590466694,656
لتر,24.1175053244581,38.1110480405545,657
محطة ركن الساطع,21.81144,39.09635,658
محطة الدريس,21.61056,39.23118,659
وقود ديزل,21.53215,39.28768,660
محطة سلمان...Mazaya ۔مزایا,19.27554,42.0874,661
محطة ينبع الصناعية,24.06983,38.11394,662
الدريس,24.07131,38.11048,663
نفط,21.6247,39.20898,664
محطة المستقبل,21.4831,39.31067,665
محطة لتر,24.10642,38.0976,666
محطة الصايل للوقود رقم1,27.65376,38.40278,667
محطة ابن سعود للخدمات البترولية,21.4850140777934,39.3051088199514,668
محطة الفانوس,21.48471,39.30506,669
الدريس,21.59395,39.21604,670
الدريس,21.57388,39.22913,671
محطة أبرق الرغامة,21.51667,39.26614,672
محطة الساهر,21.60161,39.19947,673
Haramin neft,21.54843,39.23677,674
محطة وقود المرجان,21.47721,39.28972,675
محطة السهلي,21.45379,39.30562,676
محطة لتر,21.41624,39.33378,677
NAFT,21.62044,39.17735,678
Dropped Pin,21.52753,39.23231,679
محطة وقود وسوبرماركت,26.20445,37.97148,680
محطة وقود,21.56312,39.1914,681
محطة السالم للخدمات البترولية,21.45796,39.26559,682
محطة الطاسان,21.56663,39.18482,683
الدريس,21.58039,39.1611,684
محطة الفيحاء,21.49046,39.22192,685
الدريس,21.59553,39.14379,686
محطة نفط,21.43222,39.26406,687
سهل,21.59799,39.13983,688
محطة أيسو للوقود السنابل,21.39434,39.28663,689
محطة الأستاد,21.43807,39.25265,690
محطة سهل جده حي الجوهرة,21.43469,39.25344,691
محطة الهدى,21.38184,39.28953,692
محطة نفط,21.46354,39.22407,693
محطة وقود لافـا LAVA,21.42426,39.25263,694
محطة مزايا,19.15105,42.11158,695
محطة وهج للوقود,21.49474,39.17375,696
دبوس مثبّت,18.84622,42.88394,697
محطة سهل,21.42314,39.22424,698
محطة نفط للخدمات البترولية,21.45901,39.17673,699
محطة الرحيلي,21.43664,39.19039,700
الدريس,26.57856,37.94256,701
محطة القويز 2,27.70173,38.27913,702
محطة ياهلا للمحروقات,21.39936,39.21522,703
محطة الكورنيش الجنوبي,21.41386,39.20075,704
محطة وقود سيارات,21.32816,39.2603,705
بقالة ومحطة انماء واسط (وقود),18.81626,42.87937,706
الدريس,19.09669,42.12968,707
محطة فال للوقود,21.32731,39.25051,708
مركز بن سريان لخدمة السيارات,21.30473,39.26072,709
محطة الموعد,21.32695,39.23727,710
محطة وقود,18.79254,42.88767,711
الدريس,30.91528,41.09715,712
محطة الخمرة,21.36477,39.1961,713
محطة الشاطي وقود بن قصبان,19.97037,40.59901,714
محطة ريبن للوقود,29.80979,39.64613,715
ساسكو,21.30439,39.23968,716
محطه الفلاح للمنتجات البترولية,21.30544,39.23599,717
محطة وقود بن صالح,19.99225,40.55991,718
SASCO,20.07481,40.44231,719
محطة النورس,21.33267,39.19107,720
Liter Gas Station,24.25085,37.86765,721
ساسكو,21.31451,39.19286,722
محطة العياد,29.82422,39.59817,723
محطة البرج,19.68457,40.91595,724
وقود ديزل,20.15502,40.2879,725
وقود ديزل,20.257,40.16578,726
محطة الدريس الصناعية الثالثة,21.10592,39.31338,727
محطة القريني,21.30259,39.14915,728
محطة مروان السليل,18.69576,42.86196,729
محطة سفن بلس,19.5602530727127,41.0183589381188,730
محطة الدريس ذيزل,19.544642817011,41.0372705510093,731
محطة وقود نفط المدينة الصناعية الثانية,21.1080858552077,39.2639046289213,732
محطة وقود,18.674376308,42.8463095221741,733
هلال الجزيرة,18.67441,42.84628,734
محطة بيور إن,20.53991,39.75449,735
الدريس,20.49069,39.80406,736
بترو وسوبر ماركت النخيل,18.67154,42.82697,737
مزايا للوقود,19.41669,41.05743,738
محطة المنتزه قزّان,18.628,42.68719,739
محطة الكوثر,18.6070350840158,42.6806757467125,740
الدريس,18.5872441730902,42.6964227332181,741
محطة تلال الجوف,29.8791230734987,39.3154626614495,742
مجمع ومحطة وقود المباركية,18.56356,42.70209,743
مجمع شهران,18.53058,42.69844,744
محطة العسيري,18.63758,42.31497,745
محطة الدريس,19.1486,41.08579,746
مجمع بترولي,18.39375,42.70857,747
مجمع آل راسي للخدمات البترولية,18.34416,42.73039,748
محطة الاصداف,24.99628,37.28305,749
محطه الخيمة للمحروقات,18.33473,42.73372,750
مجمع محروقات ظافر نوار الشهراني,18.32862,42.73219,751
محطة النصبة,25.15608,37.26467,752
محطة وقود جى أويل,25.06957,37.26729,753
محطة الجزيرة AL,25.16925,37.26094,754
محطة الخليج,25.04653,37.26389,755
الدريس,29.68069,38.76443,756
SASCO,18.34208,42.46823,757
Pani wala pump,29.42793,38.52297,758
محطةبن مضحية,18.25884,42.63399,759
كويك,18.25636,42.63274,760
محطة حي الموظفين,18.23961,42.59707,761
الدريس,18.23513,42.56373,762
SASCO,18.22649,42.54118,763
نفط,18.20605,42.51869,764
الدريس,17.96106,43.36281,765
محطة وقود,17.71926,46.13138,766
مزايا للوقود,17.84027,43.41271,767
محطة محروقات ساسكو,28.50792,37.62961,768
الدريس,17.58512,44.35549,769
محطة الدريس,17.58219,44.23798,770
محطة التقاطع الدولي,17.51704,44.73001,771
محطة نور,17.57761,44.04778,772
محطة المحمد,30.28666,38.70656,773
محطة النبك,30.28804,38.70342,774
محطة السـراب,30.28894,38.70384,775
محطة سلمان القعيد,30.29211,38.69951,776
محطة نور,17.56144,43.98143,777
مجمع ومحطة الدبوس,30.30502,38.69059,778
محطة شبيطة,22.68069,53.2734,779
مجمع الراكة محطة الزمن الجديد للمحروقات,17.4802,44.17635,780
محطة نور,17.48148,44.12093,781
محطة الروضة للمحروقات,17.5109,47.09746,782
Dropped Pin,17.49936,47.11511,783
محطة البوابة,17.49931,47.11519,784
محطة الفيحاء للخدمات البترولية,17.49439,47.10168,785
الدريس للخدمات البترولية,17.4913725076508,47.1024742213039,786
محطة الرمال,17.4879036988631,47.1001526115378,787
مجمع محطة السعادة ( شموخ الأمل ),17.48076,47.09907,788
محطة الجنادرية,17.47573,47.10539,789
محطة لتر,17.74147,42.2825,790
محطة المنتزة,17.4071977188807,47.0984205069193,791
الدريس,17.40727,47.09843,792
الدريس,26.24093,36.47302,793
محطة الشام,30.50804,38.22688,794
محطة المحطة 2,30.48728,38.20508,795
مجمع محطة السعيد,30.53495,38.2205,796
محطة ساسكو,28.40719,36.70531,797
محطة ساسكو,28.39055,36.59054,798
محطة الجاره ( محطة عبدالله على موسى العماري ),17.15787,42.62297,799
محطة نفط (درة تبوك),28.41067,36.5456,800
SASCO,28.39696,36.52539,801
الدبوس المثبّت,17.0953,42.65106,802
محطة صالح سحيمان,30.7269,37.9709,803
SASCO,16.95694,42.61093,804
الدريس,16.94342,42.5665,805
محطه النور,16.73435,42.93653,806
محطة مملكة الوقود,16.74227,42.89575,807
محطة وقود,16.71965,42.94988,808
محطة الرحاب,16.67937,43.00081,809
محطة صدى العروبة,16.66696,42.96144,810
مضخات الديزل بمحطة ساسكو,16.63855,42.9494,811
أسواق الناصفة المركزية,31.08761,37.63131,812
محطة وقود,31.09135,37.62372,813
محطة بترول,31.28314,37.39826,814
مجمع المبارك للمحروقات,31.29133,37.39618,815
محطه بنزين السلمان,31.33659,37.38125,816
محطه الريان,31.34585,37.352,817
محطة العريعر,31.34876,37.32984,818
محطة وقود الدريس,22.193,55.49745,819
محطة وقود نفط عُمان,16.68442,53.12075,820
Shell Gas Station,21.33503,56.76494,821
محطة شركة التميز المحدودة,31.44886,37.15455,822
FUELAX Gas Station,31.4542,37.14739,823
محطة اللقاء,31.4681,37.14147,824
محطة الغرابة,23.73498,41.95329,825
محطه بترولي,25.24516,45.25928,826
محطة عويض حماد البلوي,26.24079,36.47529,827
ساسكو,24.31431,47.16568,828
الدريس,24.3053620105948,47.168662193425,829
الدريس,24.49136391904,39.6920705357545,830
محطة ريبن ( ابن عسكر سابقا ),17.5320992086119,47.0616035020187,831
محطة خليج الرايس,23.57673,38.60853,832
محطة وقود التوفيق,25.59449,44.06965,833
مجمع ومحطة نجد للوقود,31.38504,37.28314,834
محطة الخليج,25.34984,43.61533,835
محطة مدى الانوار,25.6047,44.05496,836
محطة الروضة للمحروقات,25.96689,43.75251,837
محطة الشنيفي,26.41022,50.15598,838
محطة زاد,22.28812,40.679,839
محطة الحسنية,18.08117,43.14795,840
محطة خالد مسفر,18.0468,43.14693,841
محطة غصون ( إنيرجيكس ),25.96891,43.70366,842
محطة البدراني,26.01434,43.74942,843
محطة وقود الشايع,18.03807,43.14797,844
محطة السلام,25.77658,43.28254,845
محطة سلطان,25.88679,43.52714,846
محطة الصليبي,25.62552,43.04572,847
احمد بن معيض ال سليم,18.07801,43.08304,848
محطة وقود ابن سلمان,17.77007,43.1727,849
محطة ومجمع ال مانع التجاري,17.953,43.22103,850
الدبوس المثبّت,18.09525,42.80808,851
محطة المنيف,25.95017,43.67104,852
طريق العروبة,24.71875,46.68734,853
محطة وقود أولى,29.26587,48.02832,854
الدريس,28.445403575169,48.4434872890421,855
Alfa,28.4454,48.4435,856
محطة شركة البترول الكويتيه,28.621,48.02356,857
KNPC,28.7543065765286,48.0563654799306,858
محطة ألفا,29.0027300668086,48.1360488492489,859
محطة وقود ألفا 74,29.0064552355058,48.0926178492489,860
محطة وارد النموذجية,24.55607,39.75186,861
محطة وقود,24.62099,39.92656,862
محطة بنزين منفذ السالمي,29.1002,46.68554,863
OULA,29.11345,47.10069,864
KNPC,29.68062,47.66561,865
محطة وقود الوطنية,29.36434,47.67182,866
محطة القصير,26.97708,44.09922,867
محطة وقود,26.12119,43.9683,868
محطة وقود الوادي,25.94807,43.44617,869
محطة الدريس,25.23118,46.3298,870
محطة المنديل,25.42021,46.11184,871
الدبوس المثبّت,24.55178,46.76297,872
محطة وقود,25.25406,45.87005,873
مركز المحمل للخدمات البترولية,25.26834,45.86701,874
محطة الدريس,24.38438,39.54589,875
محطة امتياز الطاقة,25.59814,45.61033,876
محطة الفريدي,24.32598,39.55764,877
محطة الفارس بالتويم alfaris stiton,25.64232,45.55612,878
محطة محروقات المزروع,25.67894,45.47332,879
مؤسسة الهداب للمحروقات,25.70254,45.45731,880
محطة طريق الشمال,26.37465,44.76724,881
الدريس,21.43505,39.6348,882
محطة المشيعلي,24.87187,40.51341,883
الدريس,24.47751,39.70944,884
محطة بترو المنار,24.63166,40.17964,885
Gas station محطة بنزين,24.82983,40.56662,886
الدريس,24.54061,39.57771,887
الدريس,28.02108,35.23176,888
ادنوك,24.12619,51.63135,889
محطة بنزين زد اويل,21.47353,55.97541,890
ADNOC Service Station| Al Faya Shahinat,24.80594,55.07004,891
ADNOC Service Station | Seih Al Sedirah West (724),24.81835,54.98242,892
محطة خدمة أدنوك,24.86959,54.91915,893
MBZ 3 Adnoc Service Station,24.79367,54.9686,894
ADNOC Service Station | Al Jurf (666),24.7409435959035,54.8252719332181,895
ADNOC Service Station | Kizad (243),24.7264950871562,54.748294526471,896
ADNOC Service Station | Tawazun (718),24.5973798937324,54.8804751950843,897
محطة خدمة أدنوك,24.67122,54.75983,898
محطة بترول ادنوك,24.6693540467159,54.7622085019457,899
محطة خدمة أدنوك | قطوف (165),24.58227,54.68771,900
ADNOC Service Station | Al Shahama (954),24.55709,54.69446,901
ADNOC Service Station | Al Hilila (916),24.43582,54.83252,902
CRMM+J6Q,24.43387,54.83234,903
محطة وقود أدنوك,24.52709,54.67722,904
ADNOC Service Station | Al Dur (166),24.52168,54.66917,905
محطة خدمة أدنوك,24.33887,54.92591,906
محطة خدمة أدنوك | الباهية الشمالية (164),24.5416,54.63681,907
ADNOC Service Station | Al Falah West (443),24.44926,54.70853,908
ADNOC Service Station | Ras Gurab,24.6047,54.52327,909
ADNOC Service Station | Yas Acres North (437),24.49563,54.61823,910
محطة بترول أدنوك,24.50215,54.58883,911
ADNOC Service Station | Yas Marina Circuit North (190),24.48198,54.60906,912
ADNOC Marine Station @ Yas Island,24.4993287527005,54.5878974069193,913
محطه مزايا,26.38002,50.08641,914
الدريس,21.78182,39.16908,915
محطة ساسكو,17.96552,41.69061,916
الدريس,18.00261,41.67936,917
الدريس,21.79461,39.12506,918
محطة سعيدان للمحروقات,25.71922,44.14163,919
محطة ديزل الدائري الشمالي,24.80541,46.75097,920
محطة سهارى,18.26063,41.51589,921
محطة صيدا الجديدة,17.77734,41.93306,922
وقود ديزل,17.79704,41.90919,923
الدريس,24.79593,46.77854,924
الدريس,26.37389,50.17855,925
ساسكو,24.63138,46.52815,926
محطة الحجاز,23.86847,42.89702,927
الدريس,21.59439,39.20494,928
Almashreqain gas station,26.3893120241805,50.1783569222602,929
ساسكو,25.1230554797433,47.509573137601,930
ساسكو,25.40397,47.95876,931
محطه مزايا للوقود,20.02399,41.45038,932
محطة النسيم,21.45264,39.76142,933
محطة لتر,21.46624,39.78143,934
دبوس مثبّت,22.7581216151494,44.3933049503171,935
ساسكو,24.6015722409859,46.70538701222,936
هضبة الوادي للخدمات البترولية,24.5894799403666,46.740626937515,937
محطة زاهر للخدمات البترولية,24.57477,46.74964,938
TotalEnergies,26.2692283855714,50.019050437601,939
0,24.41481,46.84468,940
محطة الغنامية,24.468905069525,46.8074540246245,941
مجمع الحريق البترولي,23.62782,46.51072,942
محطة الوسيطى,23.61792,46.525902377998,943
محطة الدريس,24.54909,46.66761,944
محطة اورانج,26.18493,49.47314,945
Gas Station,24.84909,46.68219,946
جي اويل J oil,21.34114,40.45869,947
مريفق,27.37,41.64607,948
ساسكو,25.1533,47.57769,949
محطة الشرق الدريس,21.28259,40.44596,950
محطة وقود / وقود,24.68893,46.85215,951
Aldrees,21.06842,40.96159,952
ناصر الجفن للخدمات البترولية,24.81222,46.76735,953
الدبوس المثبّت,24.27695,44.18187,954
مجمع السلطان للخدمات البترولية,25.69729,45.89248,955
محطة الملتقى,25.7048,45.86715,956
محطة الشمال,25.71581,45.86529,957
Gas Station,25.7439,45.84138,958
محطة وقود نفط العالم,25.82829,45.80583,959
محطة وقود ابترولات,24.59625,46.7938,960
محطة مبايض,25.83935,45.81001,961
SASCO,24.77858,46.82616,962
محطة سهم المستقبل,24.54177,46.76874,963
محطة الحائر,24.57003,46.75357,964
الدبوس المثبّت,24.584,46.58369,965
الدبوس المثبّت,24.59104,46.57622,966
الدريس,24.8131,46.87812,967
OOMCO,26.46507,50.04861,968
محطة البريكي 4,24.62688,46.79401,969
محطة وقود النفط السريع,21.99387,40.00239,970
محطة وقود ناس,24.5517,46.76301,971
محطة بترول,24.5839,46.58362,972
الدريس,19.92426,42.60727,973
محطة النخيل الاولى,24.78227,39.17727,974
محطة الحربي ديزل,25.8799080886042,43.0392481914924,975
محطة توتال,26.47819,50.05618,976
محطة إمداد نفط,21.7791251462218,39.2161508534597,977
ساسكو,26.378021747101,43.9027781583603,978
محطة رافا للوقود,26.44852,44.07031,979
الدريس,25.86413,43.06325,980
أبن ورَّآد الـواهـبـي,23.51456,45.53276,981
محطة بنزين الطويله,24.66992,45.2069,982
مجمع الرويس,24.68535,44.98984,983
Petrol Station,26.97226,41.48269,984
محطة وقود شجوى,25.03754,38.93254,985
محطة العقيل للمحروقات,26.06286,43.55878,986
محطة وقود أورنج,26.15592,43.77978,987
محطة سفن بلس,26.16899,43.95379,988
الدبوس المثبّت,26.3899712154961,50.1126793251725,989
الدريس,26.2306477070523,49.9973737987963,990
الدريس,24.74117,46.80586,991
الدبوس المثبّت,27.90183,42.40542,992
محطة السعدون للمحروقات,26.02161,44.96155,993
محطة الدريس,23.90419,42.77543,994
الدريس,24.76819,46.80624,995
محطة أورانج,23.9745661154636,45.1497343385838,996
محطة نفط,24.64312,46.83188,997
محطة الخنيني للخدمات البترولية KPS 24,27.4649659129135,48.5127615791973,998
الدريس,26.39585,50.04377,999
محطة لتر الرحمانية,24.71036,46.66669,1000
بقالة ومحطة وقود,26.31969,49.17841,1001
SASCO | ساسكو ( المبارك ),26.45167,50.07271,1002
بقاله سنهوري,23.0212,45.0125,1003
محطة آل شايب,23.07375,45.01119,1004
ابن ثعلي,23.2772077537935,45.0298314084448,1005
محطة روابي البيداء للمحروقات,24.44713,39.53552,1006
محطة وقود,25.82923,42.20872,1007
ليدر اكسبريس,21.38364,39.82812,1008
الدبوس المثبّت,27.41032,41.56858,1009
الدريس,24.0314,38.21895,1010
محطه الرواف للخدمات البتروليه,26.37858,43.92926,1011
الدبوس المثبّت,24.47151,46.27136,1012
الدبوس المثبّت,23.51844,46.87962,1013
الدبوس المثبّت,23.50514,46.89557,1014
محطة لتر,24.57919,46.61355,1015
الدبوس المثبّت,24.33355,45.79224,1016
Petrofel Station,24.6172,39.27028,1017
