name,latitude,longitude,#
محطه ديزل الوفاء,24.78128,39.20772,1018
محطة الدويحي للمحروقات,22.33974,43.31237,1019
محطة فيول واي Fuel way,23.20353,43.19663,1020
الدريس,21.52768,39.23234,1021
محطة وقود,18.58982,42.02977,1022
بترو بن جحبان,18.64581,42.01506,1023
محطة,18.7046286703888,41.9941337172001,1024
محطة ومجمع المشعان,27.3841045091757,41.5592357805625,1025
محطة الرحمانية,27.42492,41.60625,1026
محطة الضربة,26.85397,41.74249,1027
محطة محروقات طريق الروضة,27.43619,41.72471,1028
محطة الدريس,23.92697,42.92048,1029
محطة وقود عفيفه,23.9503,42.96993,1030
Gas station,24.90396,46.80929,1031
محطة ابو اثنين,24.90277,46.81024,1032
أسواق محطة آل مريفق,23.49668,46.82974,1033
الدبوس المثبّت,24.3366,45.79463,1034
محطة النهدي للمحروقات,26.38096,43.88666,1035
محطة انيرجيكس,23.06378,42.87019,1036
الدريس,23.18831,43.17031,1037
ساسكو,23.41244,44.00756,1038
محطة البراك,23.71085,44.62155,1039
الدريس,23.73319,44.68793,1040
الدريس,23.77596,44.79341,1041
الدريس,24.80806,46.85177,1042
J’OIL gas station,24.79907,46.85745,1043
محطة اورنج للمحروقات,25.61623,49.56005,1044
سهل,25.38847,49.54525,1045
محطة الدريس,23.40588,43.93507,1046
الدبوس المثبّت,24.56381,46.84096,1047
محطه وسوبرماركت السعدون,26.78944,41.67455,1048
محطة مريم الجابري للمحروقات,26.38745,43.92749,1049
محطة وقود الريان,23.30551,48.9675,1050
بترولات,24.61168,46.73067,1051
محطة الموسى,24.60892,46.68537,1052
محطة وقود,24.41163,46.83757,1053
بترولي,24.53272,46.65392,1054
محطة الدريس,24.91108,46.78679,1055
محطة وقود,21.63709,43.62484,1056
محطة اتش واي ٢,21.30469,39.25733,1057
محطة الدريس,25.92369,45.38406,1058
محطة سنبلة سدير,25.9135,45.3859,1059
محطة ابانمي,25.92456,45.36891,1060
محطة ياج,21.50587,39.81723,1061
الدريس,18.1206,42.85405,1062
محطة وقود بترو هلا,26.0412299653608,44.8876099431508,1063
محطة اورانج,26.3127709656097,50.2172813157556,1064
الدبوس المثبّت,26.04159,44.88699,1065
سهل,16.88319,42.58874,1066
GMCJ+65J,27.5206810971679,41.6805034307678,1067
الدبوس المثبّت,24.50886,45.88533,1068
الدريس,24.49607,44.37514,1069
محطة العدل للمحروقات,24.51763,44.41307,1070
محطة بن حصيبان,24.52767,44.39478,1071
بترو ثقة للمحروقات البترولية,24.52203,44.38438,1072
محطة العدل,24.5361,44.34907,1073
SASCO,21.44006,39.78393,1074
محطة الدريس,26.30957,43.98421,1075
محطة وقود,26.34926,44.03853,1076
الدريس .,26.35556,44.04881,1077
Dropped Pin,24.84225,46.75035,1078
الدريس,17.54194,44.22116,1079
محطة وقود ومجمع القابل للتسوق,17.48977,44.19014,1080
محطة صاغر للمحروقات,17.60481,44.23248,1081
مجمع ومحطة العوف آل زمانان,17.59585,44.24483,1082
محطة ساسكو,16.95543,42.81446,1083
Aldrees,16.8977182898223,42.6851364957892,1084
محطة نفط,16.9284,42.58531,1085
محطة درع الأمجاد,24.68416,46.84015,1086
محطة وقود القلعة J OIL,24.44703,46.03057,1087
جي اويل,24.63494,46.62081,1088
Sahel Market,24.60823,46.66621,1089
الدريس,24.6107,46.68519,1090
الدريس,24.83505,46.63615,1091
الدبوس المثبّت,30.46894,38.29804,1092
الدريس,26.27593,44.00862,1093
محطة بترولي,26.43081,43.88181,1094
محطة منال,26.4339,43.90355,1095
محطة شيم الخير,24.83776,46.68667,1096
محطة الدريس,26.18646,50.15969,1097
بقاله سنبله سدير فرع الروابي,25.91666,45.37589,1098
الخن,23.30492,49.27477,1099
محطة السعيرة,26.45416,50.06193,1100
الخنيني للخدمات البترولية KPS 53,26.96428,49.66828,1101
الخنيني للخدمات البترولية KPS 08,26.94942,49.6667,1102
محطة الحزام. ام العظام.,17.01432,43.0511,1103
وقود ديزل,17.0158,43.02824,1104
وقود ديزل,17.04934,43.04957,1105
محطة بترول,17.01712,42.98584,1106
محطة أجواد,21.40816,39.98998,1107
كاف للوقود KAF,17.16853,42.58926,1108
محطة وقود الدريس,18.23287,42.50625,1109
بترولات,18.2303,42.46775,1110
محطة صالح ابن عريمط المزروعي,22.08287,39.31425,1111
محطة زمزم للخدمات البترولية,22.14389,39.34389,1112
Arwa Hijazi Petrol Pump,22.04198,39.32207,1113
ساسكو,26.54315,49.95449,1114
محطة انوار الجوهرة,17.3044,42.5426,1115
الدريس,17.34312,42.54739,1116
محطة وقود,17.82327,42.35675,1117
محطة فيولكس,17.92573,42.45811,1118
محطة الحرمين,17.36402,42.54673,1119
محطة الدرة بالجرف,18.27276,42.24669,1120
محطة البداية نفط,21.4948,39.9664,1121
محطه الشلال,18.55373,43.20505,1122
محطة بن حمران,18.11961,43.12248,1123
محطة عبدالهادي القحطاني,18.84599,43.24155,1124
Petrol station,19.09229,43.31219,1125
محطة جاش للمحروقات,19.32539,43.46962,1126
محطة آبار الذهب لخدمات السيارات,24.65131,46.73403,1127
محطة,18.77936,41.98626,1128
الدبوس المثبّت,27.54415,41.67143,1129
محطة فور بلس للمحروقات,25.88048,43.55415,1130
محطة الدريس,25.51455,49.61013,1131
شركة وافي للطاقة,25.38879,49.61348,1132
محطة الدعجاني,25.14211,45.50098,1133
الوشم للمحروقات,25.12289225694,45.4737344510093,1134
الدريس,26.56191,49.97104,1135
محطة الغانم,26.56403,49.98134,1136
الدبوس المثبّت,24.83152,46.6745,1137
الدريس,26.37092,50.08261,1138
محطة الفايز,18.17222,42.24377,1139
محطة تميم,21.76483,39.07959,1140
المحطه الخضراء,26.31806,43.94526,1141
الدريس,26.31453,43.96509,1142
الدبوس المثبّت,24.78835,46.7673,1143
محطة الحمراء,26.33176,43.95892,1144
SASCO,23.41716,44.02948,1145
محطة العسكر,26.36291,50.02913,1146
محطة الوادي,24.78769,39.17452,1147
محطة روابي البيداء,24.46243,39.5334,1148
محطة بتروجين,20.48545,45.58901,1149
محطة الواسطة للمحروقات,23.88717,38.89961,1150
محطة حميد عبدالرحمن,23.77161,38.6823,1151
محطة عقيل غثوان,30.99202,41.03744,1152
محطة الشبرمي,26.27147,43.9601,1153
نهل,26.35585,44.00306,1154
محطة ألفين,26.0279,43.127,1155
تموينات عيسى,26.02723,43.16688,1156
محطة الشايع,26.00089,43.04362,1157
محطة المحيسن,26.0188,43.23617,1158
محطة المطيري,26.03,43.28691,1159
محطة الدريس,26.37908,50.04946,1160
محطة بابو,27.61373,43.17659,1161
الزبيرة,27.9989,43.6807,1162
الدليمية,26.02799,43.27961,1163
محطة إعشوي الحربي,26.03863,43.29106,1164
Alzumam Gas Station,27.66957,48.77274,1165
محطة خدمة الطاقة فرع جوهرة السلام,24.49133,39.49316,1166
محطة ادنو,24.47247,39.45806,1167
Naft,24.42677,39.49536,1168
محطة وقود المستقبل,25.17802,38.82895,1169
محطة بنزين السليهيبي بالمقرح,25.0593,37.33107,1170
محطة وقود,25.05896,37.31464,1171
محطة وقود المزحم,26.87591,37.9048,1172
محطة بن عيد,26.69362,38.01962,1173
Fuel Station,26.98041,38.77224,1174
محطة العيد,26.02987,43.35608,1175
البعايث,26.02245,41.80292,1176
الدريس,24.77726,46.63735,1177
الأبواء,23.10885,39.07108,1178
محطة وقود,30.99586,41.05292,1179
محطة الدريس,30.98919,40.99331,1180
محطة السويلم,30.86492,41.19852,1181
محطه المدني للمحروقات.,31.0105,40.9248,1182
محطة بتروفل اللقاء,30.91206,40.97043,1183
محطة مناحي ابن بكر,31.1249,40.62369,1184
محطة للضيافة,31.28046,40.1011,1185
محطة راف الشمال,30.68123,41.56252,1186
محطة وقود نفط | NAFT,30.36593,42.21324,1187
مجمع العنيد للخدمات,30.99546,41.05071,1188
محطة مهناء دبوس,31.00744,41.05291,1189
محطة الزمام,30.66141,40.55981,1190
الدبوس المثبّت,23.59707,45.43201,1191
بترولات العرين,18.23003,42.52187,1192
بترولات ضلع,17.90687,42.44894,1193
الدبوس المثبّت,25.84571,44.21686,1194
Byco بيكو,18.22107,42.53031,1195
محطة وقود,18.27154,42.54844,1196
محطة شقراء الجديدة للخدمات البترولية,25.24495,45.25592,1197
الدبوس المثبّت,26.14076,43.66851,1198
الدبوس المثبّت,26.14158,43.70096,1199
الدريس,24.65316,46.75297,1200
الدبوس المثبّت,24.55854,46.61797,1201
SASCO,26.08709,43.97195,1202
محطة جازلي,26.12598,43.66196,1203
محطة الحضيف,26.14879,43.68147,1204
محطة الشلال,26.06667,43.62569,1205
محطة راشد الهاجري,26.09074,50.12509,1206
محطة ابن مجفل,26.47255,47.1964,1207
محطة الدريس,23.71506,45.67718,1208
محطة الدريس,25.12854,46.14427,1209
محطة الدخيل 1,26.70247,50.06336,1210
الدريس,26.70281,50.04493,1211
محطة رحيمة,26.71165,50.06474,1212
الدريس,18.2946,42.68351,1213
الدريس,18.23373,42.40979,1214
الدريس,18.18221,42.60137,1215
الدريس,18.16506,42.81056,1216
الدريس,23.50095,46.88885,1217
محطة قوس البترولية,21.5142,39.34567,1218
محطة وقود,21.51148,39.32586,1219
الدريس,21.42306,39.31132,1220
مزايا للوقود,26.32623,43.95286,1221
محطة جي اويل,21.39204,39.27277,1222
محطة الصحيفة / وقود,19.8489,41.55963,1223
مجمع الحجاز للخدمات البترولية,19.84958,41.60988,1224
محطة بترو خرباش,19.85154,41.58311,1225
الدريس,20.00706,41.50356,1226
محطة اليوسف,24.03608,47.14139,1227
Aldrees,24.03972,47.14709,1228
محطة الأنوار,24.02483,47.13768,1229
الدريس,23.90931,47.09205,1230
محطة الدريس,23.98234,47.1353,1231
محطة الدريس,24.01023,47.16515,1232
محطة المملكة,24.01607,47.16523,1233
Orange Gas Station | 1010 | محطة وقود أورانج,24.06697,45.29233,1234
محطه لتر بلاس,24.06467,45.28756,1235
ساسكو,24.13297,45.39445,1236
محطة الفيصلية,24.0779,45.28438,1237
محطة الحبيل,24.50211,44.37126,1238
الدريس,24.74558,46.58008,1239
سهل,24.76462,46.57628,1240
سهل,21.55268,39.23369,1241
محطة ركن الوقود,24.91006,46.61899,1242
محطة طريق الرياض,24.8815,46.58731,1243
فيولكس,24.47158,46.27132,1244
محطة القريني للمحروقات,24.47565,46.28797,1245
محطة الشلال,24.44684,46.2665,1246
محطة أورانج,24.49129,46.32653,1247
محطة بترو تثليث,19.42421,43.55351,1248
محطه النجاء,21.4839,39.30939,1249
الدريس,27.00258,49.63524,1250
محطة الخنيني للخدمات البترولية KPS 7,27.13916,49.5662,1251
الخنيني للخدمات البترولية,27.07289,49.59809,1252
الدريس,26.90243,49.46664,1253
محطة نفط,21.45594,39.25775,1254
محطة بيتروكس Petrox,21.87255,39.19231,1255
محطة الهدوء,21.85451,39.1754,1256
محطة بترولك,21.83788,39.20218,1257
محطة أدنوك,25.42081,49.56276,1258
فبكو,21.56898,39.16989,1259
الخنيني للخدمات البترولية KPS 54,26.83502,49.55651,1260
محطه بنزين,21.42928,39.72863,1261
محطة الزغـيبي 2 | الضيافة,24.4936,39.61848,1262
AUTO FAL | محطة وقود فال,21.62344,39.18316,1263
Purein,21.6249,39.17586,1264
محطة جي اويل J Oil,21.43894,39.26481,1265
محطة المعياد,21.63095,39.18795,1266
محطة قلف,21.51955,39.24768,1267
دبوس مثبّت,21.47684,39.23058,1268
محطة سابترول,23.58351,38.63362,1269
محطه الراكه ببدر,23.81595,38.73933,1270
محطة الهجرة,23.73707,38.75216,1271
محطة المهند للمحروقات,23.78458,38.76873,1272
محطة امتياز الوقود,25.14349,48.27736,1273
الدريس,25.20596,48.51116,1274
محطة ساسكو بمحافظة الاحساء,25.34169,49.13131,1275
محطة الجوهرة للمحروقات,21.4431467172578,39.2571644865917,1276
محطة وقود ريبن نجران الغويلا الزراعية reben,17.5787368065147,44.4443948602068,1277
محطة نور,17.6347874397324,44.4507396737012,1278
محطة انيرجيكس,17.6413,44.4626,1279
محطة الدريس,26.51158,45.34998,1280
محطة البرزة,26.67992,45.34374,1281
وقود كن,27.97351,45.7219,1282
محطة اغادير,19.41592,41.05878,1283
محطة أصايل,19.69753,41.38148,1284
محطة ملتقى الناشري,18.94688,41.32219,1285
الدريس,19.11419,41.14156,1286
محطة اونست Onset,18.56731,42.03797,1287
الدريس,19.12449,42.13167,1288
فيول واي,25.8838412555481,48.9233311645037,1289
فيول واي,26.1684990980128,49.9247718221741,1290
اومكو,26.19794,50.04657,1291
محطة النهدي للوقود,26.20288,50.02604,1292
محطة وقود,27.36876,41.98535,1293
KPS 59,27.00596,49.45259,1294
الخنيني للخدمات البترولية KPS 15,26.97971,49.36246,1295
محطه الخنيني,27.10308,49.20597,1296
4065 Ash Shaikh Muhammad Ibn Abdul Latif Ibn,24.57727,46.69212,1297
محطة ادنوك,24.56605,46.65407,1298
الدريس,24.5473547872833,46.649586762339,1299
الخنيني للخدمات البترولية KPS 02,24.5474,46.64957,1300
الخنيني,27.01364,49.64158,1301
Petrol station,27.00001,49.62193,1302
الخنيني 55,27.12825,49.52485,1303
الخنيني للخدمات البترولية 27 KPS,28.03577,48.58902,1304
الدريس,25.35375,49.52109,1305
محطة الماجد ويل | well station,25.2767745935619,49.7485087455802,1306
الخليج,25.27681,49.74849,1307
محطة زيت الجري للمحروقات (جي اويل) محطة خط الحرمين,21.63385,39.68187,1308
محطه الشامية,21.83891,39.5211,1309
محطة نوفل,21.4564099308342,40.0045637710711,1310
محطة الوفاء,21.4563,40.00457,1311
الدريس,21.5080973799124,40.4884523575768,1312
الدريس,21.5241731435674,40.4795864076778,1313
SASCO,21.5242,40.47976,1314
محطة أبو فيصل,20.71148,39.74131,1315
محطة الربيعي,21.44251,39.39462,1316
محطة النهدي,26.17741,50.16297,1317
مزايا للوقود,26.4157,50.16991,1318
Octane Fuel Station,24.57389,46.88296,1319
اينوك,24.56298,46.89571,1320
جي اويل,24.54771,46.86819,1321
المسلّم للخدمات البترولية,24.54328,46.87295,1322
محطة وقود أريج,24.51779,46.91258,1323
Petrol Station,24.6168,46.85778,1324
محطة السنيد للمحروقات,27.66122,41.76107,1325
محطة نور,27.63256,41.72131,1326
محطة الصيعري,23.89444,38.38815,1327
محطة وقود,27.28682,35.76262,1328
Duba Gas Station with PetroApps,27.3042188665343,35.7530827134007,1329
محطة التركي,27.4006370612433,35.6434276514334,1330
محطة النخيل للمحروقات,28.4302416301808,36.5274730219944,1331
محطة الدريس,28.43026,36.52744,1332
الدريس,28.36673,36.5768,1333
الدريس,26.50906,37.99368,1334
محطة الحزام,26.61125,37.91663,1335
محطة الصفا,26.61677,37.9186,1336
محطه الآثار بالحجر,26.83419,37.96118,1337
محطة وقود هداج,27.77876,38.09027,1338
محطة الخلف للمحروقات,27.6247,38.51727,1339
محطة الرشود للمحروقات,27.62948,38.54725,1340
محطة وقود الجهراء,26.86745,38.88549,1341
محطة أبشر للوقود,26.98502,40.31097,1342
محطة وقود,26.94332,40.32684,1343
محطة رعود الشمال,21.84522,40.69265,1344
نفط,21.98942,39.99866,1345
جي اويل,26.95652,49.64879,1346
محطة فيول واي,26.92877,49.70293,1347
محطة الخنيني,26.87712,49.74905,1348
محطة الفلاح,24.86472,40.49749,1349
My Station,24.63204,40.18007,1350
الدريس,17.10756,42.66218,1351
محطة ساسكو,17.11378,42.67277,1352
ساسكو,17.16682,42.71156,1353
محطة الدريس,21.52629,39.17087,1354
محطة الشهراني,21.2611070256703,39.1725518567768,1355
محطة وقود المغير,23.8101244147064,39.6459154899175,1356
محطة الفريدي للمحروقات,24.5895,39.67166,1357
محطة دانة ذهبان,21.93893,39.12288,1358
محطه وقود petrox,21.7842559826671,39.1046531275632,1359
الأثير,21.76934,39.05531,1360
محطة المجد للبترول,21.55298,39.80103,1361
محطة الدريس السدين,20.66643,40.98529,1362
محطة برحرح للمحروقات,20.33691,41.19798,1363
محطة وقود+ ماء تحلية,27.21322,43.83498,1364
محطة المدالله,26.31263,44.88824,1365
محطة كونا للخدمات البترولية,26.30855,44.87226,1366
السنابل للوقود,26.29349,44.8801,1367
محطة التركي,26.29354,44.78453,1368
محطة التسهيلات,26.30708,44.80427,1369
محطة وقود الزوين,30.41667,42.10914,1370
محطة امداد الحمراء للوقود,24.42736,39.5156,1371
وقود المسافر,20.60609,45.72791,1372
محطة وقود بنزين وديزل,21.3372119315566,46.0732222134475,1373
محطة وقود الجبرين,26.0301253040691,44.947474998728,1374
الدريس,28.41231,48.49568,1375
محطة القرني للخدمات البترولية,28.41424,48.47023,1376
محطة سهل للخدمات البترولية,28.43656,48.49497,1377
محطة بترولي,28.51655,48.42195,1378
محطة الرفاع النموذجيه,27.10726,47.01876,1379
FADCO Fuel Pump,21.7746,39.21889,1380
Liter Gas Station|محطة لتر,21.76026,39.19381,1381
وقود ديزل,20.13781,40.30343,1382
الدريس,16.90636,42.55365,1383
محطة الخير,16.81026,42.70364,1384
الدريس,24.48591,46.62308,1385
محطة سليمان العنزي,24.52487,46.63972,1386
محطة عكاظ,24.51856,46.66922,1387
محطة ضيف الله,24.52684,46.66641,1388
محطة ابو شطاط للمحروقات,28.89892,36.03615,1389
مجمع مرزوق التجاري للمواد الغذائيه والبتروليه,28.85953,36.2478,1390
محطة الفخامة,29.22825,34.94567,1391
الدريس للبترول,29.23214,34.94281,1392
محطة الخليج محافظه حقل / الحميضه,29.24367,34.94494,1393
محطة درة الشمال,29.30979,34.95095,1394
محطة وقود,29.33199,34.95109,1395
محطة محروقات,28.42841,35.00465,1396
محطة وقود,28.46389,34.9978,1397
محطة الدلفين,28.47381,35.00111,1398
الربيع,28.51123,35.01494,1399
محطة الحمض,28.45979,34.91526,1400
الدريس,28.06084,35.19546,1401
الدريس,28.04699,35.25775,1402
محطة الحبردي للمحروقات,27.99661,35.98566,1403
محطة وقود,24.91964,45.85913,1404
محطة و اسواق ام سليم,24.94408,45.71393,1405
الدريس,25.0749,45.49184,1406
المرشد للخدمات البترولية,25.07247,45.48536,1407
محطة خير كميت لوقود السيارات,25.07005,45.4433,1408
محطة ثرمداء,25.12287,45.47369,1409
محطة الجريان,25.30147,45.52998,1410
الدريس,25.29806,45.51766,1411
مجمع الحمراء,25.27375,45.30289,1412
الدريس,25.29044,45.19056,1413
محطه الفرعه,25.33119,45.19658,1414
ريماس للخدمات البترولية,25.15965,46.31767,1415
محطة الجوهرة,25.28777,45.86053,1416
محطة رغبة,25.16544,45.79919,1417
محطة الحمادة,24.60856,46.10006,1418
محطة بنزين,24.68033,46.00863,1419
ساسكو,24.37797,45.89473,1420
محطة لتر بالجلة الجنوبي,24.3369,45.79448,1421
Aldrees,24.284,45.65635,1422
محطة وقود ديزل,25.62015,45.78798,1423
محطة وقود,25.60726,45.62802,1424
محطة الجنيح,25.62531,45.58526,1425
محطة العسيلان,25.61581,45.56062,1426
محطة الهندي للخدمات البترولية,25.8769,45.37037,1427
بترو الفيحاء,25.89027,45.32622,1428
الدريس,25.92056,45.32443,1429
محطة الدهش,25.91307,45.36183,1430
محطة الروابي للمحروقات,25.91679,45.37591,1431
محطة بترو الرواد,25.92458,45.35912,1432
محطه ناين للمحروقات,25.94181,45.35643,1433
محطة العقيل,25.9472,45.35613,1434
محطة واستراحة ومجمع مطاعم الريان,26.50715,45.35094,1435
محطة وقود,24.97264,38.05308,1436
الصيدلاني للمحروقات,24.2539,38.35412,1437
محطة الفايدي للوقود,24.31694,38.42196,1438
محطة المرزوقي للوقود,24.32123,38.42492,1439
محطة القرص للمحروقات,24.53895,38.50134,1440
محطة الرجبي,24.68647,38.39228,1441
محطة وقود,25.15245,38.1632,1442
Petrol Station Fadhla,26.37097,37.82937,1443
بترو الشنان,27.18849,42.44316,1444
محطة السوادي,27.19854,42.45131,1445
محطة مجموعة السيف للخدمات البترولية,27.20394,42.48468,1446
محطة مضارب المشرق السليل,27.3039,42.2559,1447
محطة و مجمع العمعوم,27.30534,42.24396,1448
محطة الفريدي,27.42471,41.87213,1449
محطة وقود,27.49519,41.70723,1450
محطة النعام للمحروقات,27.51808,41.71388,1451
محطة الخزامى للخدمات البترولية,27.56715,41.72979,1452
محطة الياسمين الشمالي,27.59441,41.71051,1453
محطة درب,21.31117,40.36661,1454
محطة جوهرة غران,22.02142,39.33991,1455
محطة وقود الشفية,23.82646,39.14627,1456
محطة ماجد فالح الأحمدي,24.08658,39.0938,1457
محطة وقود العليم جديده,28.88626,40.21902,1458
محطة الدريس,29.8138872720539,39.6389505478048,1459
محطة الهذلول 1,29.8084591813502,39.6832575600739,1460
محطة الياسمين,29.7737555311693,39.8832544600739,1461
محطة الدرباس,29.760613136671,39.9078442067003,1462
محطة الداوود,29.798,39.85711,1463
محطة النهضة,29.81486,39.83535,1464
محطة العفاش,29.79685,40.07576,1465
محطة سهل,29.81655,40.11332,1466
محطة الربيع الاخضر Petrol Station Green Spring,29.83217,40.16887,1467
محطة الفلاح,29.83911,40.18356,1468
محطة الكريم للمحروقات,29.8463987780889,40.1922234889092,1469
محطة الخط الدولي,29.8527506946511,40.2201046889091,1470
محطة خطيب للمحروقات,29.92124,40.23581,1471
محطة وقود,29.94509,40.22154,1472
محطة الجوهرة,29.96591,40.22331,1473
محطة العربية للمحروقات,29.98419,40.17568,1474
محطة السياط للمحروقات,30.0059142727762,40.2005960275632,1475
محطة الخطيب,30.0071807680793,40.2161991103759,1476
محطة النمرة للمحروقات,30.0612568035651,40.2305958214199,1477
محطة العبدالله,30.05554,40.34531,1478
محطة هديب للمحروقات,30.07532,40.39187,1479
محطة وقود,30.28151,40.29885,1480
محطة وقود,30.33244,40.31173,1481
محطة العمارية,30.66421,40.55863,1482
محطة هلهول,31.67457,38.66046,1483
محطة وقود,31.37206,37.60212,1484
محطة المناره للمحروقات,21.31229,39.2712,1485
محطة الهدى,21.45038,39.24572,1486
محطة بن مرضاح للخدمات البترولية,21.30568,39.25839,1487
Apsco,21.65423,39.11179,1488
محطة آل زايد الحرازات,21.5035063657007,39.3504158441292,1489
محطة شركة صرح الإمداد للوقود,21.3586625160678,39.8633934809368,1490
Purein,21.48734,39.27103,1491
الدريس,21.49525,39.21819,1492
محطة وقود كن,24.6764,46.82314,1493
محطة الانجاز للوقود,21.48983,39.30384,1494
Raw Station,21.50919,39.30236,1495
محطة سهل,18.29696,42.59333,1496
الدريس,18.31482,42.62555,1497
محطة ال عبود,18.30927,42.63689,1498
SASCO,18.24745,42.61863,1499
محطة المسارات,18.23895,42.56151,1500
ساسكو,18.96097,42.15663,1501
محطة مزايا للوقود,18.97529,42.15066,1502
مزايا,19.10517,42.12653,1503
مجمع العسيري التجاري (بلّسمر),18.7652,42.25554,1504
سهل,18.26516,42.64226,1505
الدريس,18.31233,42.72614,1506
الدريس,18.32289,42.73463,1507
الدريس,18.32344,42.73157,1508
محطة وقود فيولت fuleit,18.32457,42.67272,1509
محطة الفارس للمحروقات,18.3210748893536,42.6552022024035,1510
محطة الدريس,18.86818,41.32786,1511
Aldrees,21.39594,39.70968,1512
محطة بنزين الوسام,21.22632,40.37761,1513
محطة الدريس,19.64216,40.95412,1514
محطة ديزل,20.00564,41.50328,1515
الدريس,19.90516,41.56842,1516
محطة السروات للخدمات البترولية,19.88886,41.44478,1517
محطة بي جروب,20.0482,40.48575,1518
محطه نفط,24.49123,39.62513,1519
Purein,21.48137,39.27128,1520
محطة وافر,24.48178,39.65369,1521
محطة وقود بترو بارك,24.4655,39.58259,1522
ADNOC Service Station | Al Jessir (822),25.78838,55.96436,1523
محطة البوابة طريق جدة مكة السريع,21.38224,39.70205,1524
Aldrees,21.67408,39.21229,1525
محطة لتر,21.44339,40.46729,1526
محطه الدريس,21.30941,40.36845,1527
